Longitude,Latitude,He3_ppb
-180.0,-90.0,5.55096495369298
-176.36363636363637,-90.0,5.969780843000773
-172.72727272727272,-90.0,6.996207027817891
-169.0909090909091,-90.0,5.67514058507013
-165.45454545454547,-90.0,5.008130282639094
-161.8181818181818,-90.0,6.475039226411268
-158.1818181818182,-90.0,6.311724189854002
-154.54545454545456,-90.0,7.351426390323456
-150.9090909090909,-90.0,6.833991503571677
-147.27272727272728,-90.0,5.763138418156367
-143.63636363636363,-90.0,6.9078708426757105
-140.0,-90.0,4.229214723348057
-136.36363636363637,-90.0,5.863994547548496
-132.72727272727272,-90.0,5.252815990287671
-129.0909090909091,-90.0,5.981207626806764
-125.45454545454545,-90.0,6.038238211097944
-121.81818181818181,-90.0,6.009356313711069
-118.18181818181819,-90.0,7.045227551823371
-114.54545454545455,-90.0,6.07230510108263
-110.9090909090909,-90.0,6.021616175042334
-107.27272727272728,-90.0,6.841120459473916
-103.63636363636364,-90.0,6.629017186405915
-100.0,-90.0,6.162404814617925
-96.36363636363636,-90.0,6.525377472976371
-92.72727272727273,-90.0,5.364602645326613
-89.0909090909091,-90.0,7.4431309348222765
-85.45454545454545,-90.0,6.276534065236863
-81.81818181818183,-90.0,5.006373908333881
-78.18181818181819,-90.0,6.447661808561791
-74.54545454545455,-90.0,6.129761643897459
-70.9090909090909,-90.0,6.267798845259255
-67.27272727272728,-90.0,4.526649631044709
-63.63636363636364,-90.0,5.6326403246028685
-60.0,-90.0,6.580931880002692
-56.363636363636374,-90.0,4.130436057479473
-52.727272727272734,-90.0,7.294444580963579
-49.09090909090909,-90.0,6.649629925106358
-45.45454545454547,-90.0,6.5598040363923324
-41.81818181818181,-90.0,6.315432490948733
-38.18181818181819,-90.0,8.042316080977773
-34.54545454545456,-90.0,5.867088248892567
-30.909090909090907,-90.0,5.803404841797185
-27.27272727272728,-90.0,6.52042790710433
-23.636363636363654,-90.0,5.764959645028531
-20.0,-90.0,5.649113589323959
-16.363636363636374,-90.0,4.709449328999401
-12.72727272727272,-90.0,6.481996167967973
-9.090909090909093,-90.0,5.349190399613011
-5.4545454545454675,-90.0,5.509761956324402
-1.818181818181813,-90.0,6.9108890006917365
1.818181818181813,-90.0,6.141454262141156
5.454545454545439,-90.0,5.258889031260784
9.090909090909093,-90.0,6.182901380883636
12.72727272727272,-90.0,5.6487701383684765
16.363636363636346,-90.0,5.194800572133115
20.0,-90.0,7.504332011360827
23.636363636363626,-90.0,3.414282469993103
27.272727272727252,-90.0,7.563458347438068
30.909090909090907,-90.0,5.274370309397661
34.54545454545453,-90.0,8.197538076915642
38.18181818181819,-90.0,4.4295909303411625
41.81818181818181,-90.0,6.9598944657961175
45.45454545454544,-90.0,5.0691484676029965
49.09090909090909,-90.0,4.617466840727711
52.72727272727272,-90.0,4.479897349012374
56.363636363636346,-90.0,5.4951271945754785
60.0,-90.0,6.596595182304965
63.636363636363626,-90.0,5.009912696741345
67.27272727272725,-90.0,4.724770329977623
70.9090909090909,-90.0,7.269640325158621
74.54545454545453,-90.0,5.34899381252238
78.18181818181819,-90.0,3.590741249468352
81.81818181818181,-90.0,6.450634592744055
85.45454545454544,-90.0,7.531183832348241
89.09090909090907,-90.0,6.308606905374037
92.72727272727269,-90.0,3.992545924440357
96.36363636363637,-90.0,5.437974077758579
100.0,-90.0,6.919534728796802
103.63636363636363,-90.0,4.529754095437158
107.27272727272725,-90.0,6.4377181729642246
110.90909090909088,-90.0,4.304717475478212
114.54545454545456,-90.0,5.956007836703647
118.18181818181819,-90.0,6.780283445917976
121.81818181818181,-90.0,5.7668205864458795
125.45454545454544,-90.0,5.222817218314048
129.09090909090907,-90.0,5.162789621403015
132.7272727272727,-90.0,3.8916510543672778
136.36363636363637,-90.0,4.893681358481291
140.0,-90.0,4.967167889245685
143.63636363636363,-90.0,4.922590634409052
147.27272727272725,-90.0,5.28305624165433
150.90909090909088,-90.0,6.569201799946954
154.54545454545456,-90.0,8.295912438176703
158.1818181818182,-90.0,6.449933488035197
161.8181818181818,-90.0,5.660621362299893
165.45454545454544,-90.0,4.553888725769614
169.09090909090907,-90.0,6.103884277189509
172.7272727272727,-90.0,5.579549296772303
176.36363636363637,-90.0,6.537580057487622
180.0,-90.0,5.1490143008181715
-180.0,-88.18181818181819,6.52696141346804
-176.36363636363637,-88.18181818181819,4.855634148794106
-172.72727272727272,-88.18181818181819,4.632666915844529
-169.0909090909091,-88.18181818181819,4.478706171468418
-165.45454545454547,-88.18181818181819,6.4525365891731274
-161.8181818181818,-88.18181818181819,5.0005378529384865
-158.1818181818182,-88.18181818181819,4.568263318185498
-154.54545454545456,-88.18181818181819,4.504736333126194
-150.9090909090909,-88.18181818181819,7.220800527471871
-147.27272727272728,-88.18181818181819,6.05588696990208
-143.63636363636363,-88.18181818181819,6.325066070194106
-140.0,-88.18181818181819,4.439587902944962
-136.36363636363637,-88.18181818181819,8.126527308020092
-132.72727272727272,-88.18181818181819,4.183448700659926
-129.0909090909091,-88.18181818181819,5.332711129716438
-125.45454545454545,-88.18181818181819,6.262478041134005
-121.81818181818181,-88.18181818181819,5.4090547570871585
-118.18181818181819,-88.18181818181819,5.202005123216862
-114.54545454545455,-88.18181818181819,5.87811752674978
-110.9090909090909,-88.18181818181819,4.825740506191864
-107.27272727272728,-88.18181818181819,6.356406106205184
-103.63636363636364,-88.18181818181819,7.03421921667206
-100.0,-88.18181818181819,8.42160951301297
-96.36363636363636,-88.18181818181819,5.7319937784062995
-92.72727272727273,-88.18181818181819,6.272886942284135
-89.0909090909091,-88.18181818181819,4.934774471249631
-85.45454545454545,-88.18181818181819,5.877073330777302
-81.81818181818183,-88.18181818181819,4.592984113883236
-78.18181818181819,-88.18181818181819,7.5419618018381955
-74.54545454545455,-88.18181818181819,5.778849848911674
-70.9090909090909,-88.18181818181819,4.337180109892128
-67.27272727272728,-88.18181818181819,2.9236142733453483
-63.63636363636364,-88.18181818181819,4.378218061954354
-60.0,-88.18181818181819,5.682829568170914
-56.363636363636374,-88.18181818181819,6.927026959091778
-52.727272727272734,-88.18181818181819,5.8759251600549804
-49.09090909090909,-88.18181818181819,5.997509405549106
-45.45454545454547,-88.18181818181819,6.207802970279773
-41.81818181818181,-88.18181818181819,6.488619694444785
-38.18181818181819,-88.18181818181819,5.632628524084759
-34.54545454545456,-88.18181818181819,5.735776924202619
-30.909090909090907,-88.18181818181819,4.694031952976201
-27.27272727272728,-88.18181818181819,5.272877436495847
-23.636363636363654,-88.18181818181819,5.948677756028253
-20.0,-88.18181818181819,5.474829070596261
-16.363636363636374,-88.18181818181819,6.530745107453253
-12.72727272727272,-88.18181818181819,5.12565757619871
-9.090909090909093,-88.18181818181819,5.729731406115369
-5.4545454545454675,-88.18181818181819,4.7311577223040775
-1.818181818181813,-88.18181818181819,4.835316194149456
1.818181818181813,-88.18181818181819,5.266056508583023
5.454545454545439,-88.18181818181819,3.797510712566649
9.090909090909093,-88.18181818181819,5.853496379615876
12.72727272727272,-88.18181818181819,5.758786559290477
16.363636363636346,-88.18181818181819,6.718679861844737
20.0,-88.18181818181819,6.86059817768188
23.636363636363626,-88.18181818181819,5.9293420384103745
27.272727272727252,-88.18181818181819,7.344090293234708
30.909090909090907,-88.18181818181819,6.445356667929407
34.54545454545453,-88.18181818181819,5.836823984255191
38.18181818181819,-88.18181818181819,5.501565624159882
41.81818181818181,-88.18181818181819,5.034571797353281
45.45454545454544,-88.18181818181819,5.427854795676835
49.09090909090909,-88.18181818181819,5.878139210020007
52.72727272727272,-88.18181818181819,6.215959816871852
56.363636363636346,-88.18181818181819,5.7028206152330165
60.0,-88.18181818181819,7.353638578569708
63.636363636363626,-88.18181818181819,5.033704572483883
67.27272727272725,-88.18181818181819,5.844832113538823
70.9090909090909,-88.18181818181819,6.479278942432937
74.54545454545453,-88.18181818181819,4.6727546063078345
78.18181818181819,-88.18181818181819,6.088842720645016
81.81818181818181,-88.18181818181819,7.660531666876484
85.45454545454544,-88.18181818181819,4.977918492081076
89.09090909090907,-88.18181818181819,5.368931787010603
92.72727272727269,-88.18181818181819,5.907563978926645
96.36363636363637,-88.18181818181819,4.557382554951491
100.0,-88.18181818181819,7.0607652021416065
103.63636363636363,-88.18181818181819,3.857957947597845
107.27272727272725,-88.18181818181819,6.868261023942694
110.90909090909088,-88.18181818181819,4.566482412604486
114.54545454545456,-88.18181818181819,6.553951398567583
118.18181818181819,-88.18181818181819,4.598413607641157
121.81818181818181,-88.18181818181819,5.366230828335555
125.45454545454544,-88.18181818181819,6.21144586539262
129.09090909090907,-88.18181818181819,5.761720819037938
132.7272727272727,-88.18181818181819,7.820656993719448
136.36363636363637,-88.18181818181819,6.314606950296641
140.0,-88.18181818181819,7.039955013966606
143.63636363636363,-88.18181818181819,5.4449235069549715
147.27272727272725,-88.18181818181819,6.366383726065896
150.90909090909088,-88.18181818181819,5.915039290873559
154.54545454545456,-88.18181818181819,6.315091697949205
158.1818181818182,-88.18181818181819,5.040099373370605
161.8181818181818,-88.18181818181819,6.989546012163568
165.45454545454544,-88.18181818181819,7.665260270457738
169.09090909090907,-88.18181818181819,4.705959747775292
172.7272727272727,-88.18181818181819,5.778466411778182
176.36363636363637,-88.18181818181819,5.995265187166378
180.0,-88.18181818181819,5.978136332564418
-180.0,-86.36363636363636,5.032595509910965
-176.36363636363637,-86.36363636363636,4.942505852064002
-172.72727272727272,-86.36363636363636,4.676458488334694
-169.0909090909091,-86.36363636363636,6.222856015177713
-165.45454545454547,-86.36363636363636,6.5705895634772995
-161.8181818181818,-86.36363636363636,6.827086221179489
-158.1818181818182,-86.36363636363636,6.657246823816448
-154.54545454545456,-86.36363636363636,7.553857313671268
-150.9090909090909,-86.36363636363636,5.934446755600097
-147.27272727272728,-86.36363636363636,6.561145276989209
-143.63636363636363,-86.36363636363636,5.599074034344197
-140.0,-86.36363636363636,5.365666281380628
-136.36363636363637,-86.36363636363636,4.390343598289591
-132.72727272727272,-86.36363636363636,5.85865289391043
-129.0909090909091,-86.36363636363636,5.86726900085675
-125.45454545454545,-86.36363636363636,6.8714346087797535
-121.81818181818181,-86.36363636363636,5.2126257279274
-118.18181818181819,-86.36363636363636,6.6360706040290225
-114.54545454545455,-86.36363636363636,6.277329737355233
-110.9090909090909,-86.36363636363636,7.235523586907017
-107.27272727272728,-86.36363636363636,5.788727524561425
-103.63636363636364,-86.36363636363636,5.551058632721986
-100.0,-86.36363636363636,5.980974055572117
-96.36363636363636,-86.36363636363636,5.234734910945908
-92.72727272727273,-86.36363636363636,5.514245174044658
-89.0909090909091,-86.36363636363636,6.1218109620967835
-85.45454545454545,-86.36363636363636,6.2395928117746005
-81.81818181818183,-86.36363636363636,5.500280232917568
-78.18181818181819,-86.36363636363636,4.9594305650552375
-74.54545454545455,-86.36363636363636,7.7678168663824385
-70.9090909090909,-86.36363636363636,5.430393151688056
-67.27272727272728,-86.36363636363636,6.745930655453443
-63.63636363636364,-86.36363636363636,7.388709480307401
-60.0,-86.36363636363636,6.9417898927636115
-56.363636363636374,-86.36363636363636,4.946963593379144
-52.727272727272734,-86.36363636363636,5.609814291419765
-49.09090909090909,-86.36363636363636,5.2824478174523595
-45.45454545454547,-86.36363636363636,6.191412813026088
-41.81818181818181,-86.36363636363636,6.029034254994247
-38.18181818181819,-86.36363636363636,8.040044371880452
-34.54545454545456,-86.36363636363636,5.825243197680879
